Probability No. [98] | Set [Men: 1, Women: 1, Kids: 98] | Seats: 100 | total: 26.00
Probability No. [559286] | Set [Men: 58, Women: 7, Kids: 35] | Seats: 100 | total: 70.25
Probability No. [559384] | Set [Men: 58, Women: 8, Kids: 34] | Seats: 100 | total: 70.50
Probability No. [559482] | Set [Men: 58, Women: 9, Kids: 33] | Seats: 100 | total: 70.75
Probability No. [559580] | Set [Men: 58, Women: 10, Kids: 32] | Seats: 100 | total: 71.00
Probability No. [559678] | Set [Men: 58, Women: 11, Kids: 31] | Seats: 100 | total: 71.25
Probability No. [559776] | Set [Men: 58, Women: 12, Kids: 30] | Seats: 100 | total: 71.50
Probability No. [559874] | Set [Men: 58, Women: 13, Kids: 29] | Seats: 100 | total: 71.75
Probability No. [559972] | Set [Men: 58, Women: 14, Kids: 28] | Seats: 100 | total: 72.00
Probability No. [560070] | Set [Men: 58, Women: 15, Kids: 27] | Seats: 100 | total: 72.25
Probability No. [560168] | Set [Men: 58, Women: 16, Kids: 26] | Seats: 100 | total: 72.50
Probability No. [560266] | Set [Men: 58, Women: 17, Kids: 25] | Seats: 100 | total: 72.75
Probability No. [560364] | Set [Men: 58, Women: 18, Kids: 24] | Seats: 100 | total: 73.00
Probability No. [560462] | Set [Men: 58, Women: 19, Kids: 23] | Seats: 100 | total: 73.25
Probability No. [560560] | Set [Men: 58, Women: 20, Kids: 22] | Seats: 100 | total: 73.50
Probability No. [560658] | Set [Men: 58, Women: 21, Kids: 21] | Seats: 100 | total: 73.75
Probability No. [560756] | Set [Men: 58, Women: 22, Kids: 20] | Seats: 100 | total: 74.00
Probability No. [560854] | Set [Men: 58, Women: 23, Kids: 19] | Seats: 100 | total: 74.25
Probability No. [560952] | Set [Men: 58, Women: 24, Kids: 18] | Seats: 100 | total: 74.50
Probability No. [561050] | Set [Men: 58, Women: 25, Kids: 17] | Seats: 100 | total: 74.75
Probability No. [561148] | Set [Men: 58, Women: 26, Kids: 16] | Seats: 100 | total: 75.00
Probability No. [561246] | Set [Men: 58, Women: 27, Kids: 15] | Seats: 100 | total: 75.25
Probability No. [561344] | Set [Men: 58, Women: 28, Kids: 14] | Seats: 100 | total: 75.50
Probability No. [561442] | Set [Men: 58, Women: 29, Kids: 13] | Seats: 100 | total: 75.75
Probability No. [561540] | Set [Men: 58, Women: 30, Kids: 12] | Seats: 100 | total: 76.00
Probability No. [561638] | Set [Men: 58, Women: 31, Kids: 11] | Seats: 100 | total: 76.25
Probability No. [561736] | Set [Men: 58, Women: 32, Kids: 10] | Seats: 100 | total: 76.50
Probability No. [561834] | Set [Men: 58, Women: 33, Kids: 9] | Seats: 100 | total: 76.75
Probability No. [561932] | Set [Men: 58, Women: 34, Kids: 8] | Seats: 100 | total: 77.00
Probability No. [562030] | Set [Men: 58, Women: 35, Kids: 7] | Seats: 100 | total: 77.25
Probability No. [562128] | Set [Men: 58, Women: 36, Kids: 6] | Seats: 100 | total: 77.50
Probability No. [562226] | Set [Men: 58, Women: 37, Kids: 5] | Seats: 100 | total: 77.75
Probability No. [562324] | Set [Men: 58, Women: 38, Kids: 4] | Seats: 100 | total: 78.00
Probability No. [562422] | Set [Men: 58, Women: 39, Kids: 3] | Seats: 100 | total: 78.25
Probability No. [562520] | Set [Men: 58, Women: 40, Kids: 2] | Seats: 100 | total: 78.50
Probability No. [562618] | Set [Men: 58, Women: 41, Kids: 1] | Seats: 100 | total: 78.75
Probability No. [568498] | Set [Men: 59, Women: 1, Kids: 40] | Seats: 100 | total: 69.50
Probability No. [568596] | Set [Men: 59, Women: 2, Kids: 39] | Seats: 100 | total: 69.75
Probability No. [568694] | Set [Men: 59, Women: 3, Kids: 38] | Seats: 100 | total: 70.00
Probability No. [568792] | Set [Men: 59, Women: 4, Kids: 37] | Seats: 100 | total: 70.25
Probability No. [568890] | Set [Men: 59, Women: 5, Kids: 36] | Seats: 100 | total: 70.50
Probability No. [568988] | Set [Men: 59, Women: 6, Kids: 35] | Seats: 100 | total: 70.75
Probability No. [569086] | Set [Men: 59, Women: 7, Kids: 34] | Seats: 100 | total: 71.00
Probability No. [569184] | Set [Men: 59, Women: 8, Kids: 33] | Seats: 100 | total: 71.25
Probability No. [569282] | Set [Men: 59, Women: 9, Kids: 32] | Seats: 100 | total: 71.50
Probability No. [569380] | Set [Men: 59, Women: 10, Kids: 31] | Seats: 100 | total: 71.75
Probability No. [569478] | Set [Men: 59, Women: 11, Kids: 30] | Seats: 100 | total: 72.00
Probability No. [569576] | Set [Men: 59, Women: 12, Kids: 29] | Seats: 100 | total: 72.25
Probability No. [569674] | Set [Men: 59, Women: 13, Kids: 28] | Seats: 100 | total: 72.50
Probability No. [569772] | Set [Men: 59, Women: 14, Kids: 27] | Seats: 100 | total: 72.75
Probability No. [569870] | Set [Men: 59, Women: 15, Kids: 26] | Seats: 100 | total: 73.00
Probability No. [569968] | Set [Men: 59, Women: 16, Kids: 25] | Seats: 100 | total: 73.25
Probability No. [570066] | Set [Men: 59, Women: 17, Kids: 24] | Seats: 100 | total: 73.50
Probability No. [570164] | Set [Men: 59, Women: 18, Kids: 23] | Seats: 100 | total: 73.75
Probability No. [570262] | Set [Men: 59, Women: 19, Kids: 22] | Seats: 100 | total: 74.00
Probability No. [570360] | Set [Men: 59, Women: 20, Kids: 21] | Seats: 100 | total: 74.25
Probability No. [570458] | Set [Men: 59, Women: 21, Kids: 20] | Seats: 100 | total: 74.50
Probability No. [570556] | Set [Men: 59, Women: 22, Kids: 19] | Seats: 100 | total: 74.75
Probability No. [570654] | Set [Men: 59, Women: 23, Kids: 18] | Seats: 100 | total: 75.00
Probability No. [570752] | Set [Men: 59, Women: 24, Kids: 17] | Seats: 100 | total: 75.25
Probability No. [570850] | Set [Men: 59, Women: 25, Kids: 16] | Seats: 100 | total: 75.50
Probability No. [570948] | Set [Men: 59, Women: 26, Kids: 15] | Seats: 100 | total: 75.75
Probability No. [571046] | Set [Men: 59, Women: 27, Kids: 14] | Seats: 100 | total: 76.00
Probability No. [571144] | Set [Men: 59, Women: 28, Kids: 13] | Seats: 100 | total: 76.25
Probability No. [571242] | Set [Men: 59, Women: 29, Kids: 12] | Seats: 100 | total: 76.50
Probability No. [571340] | Set [Men: 59, Women: 30, Kids: 11] | Seats: 100 | total: 76.75
Probability No. [571438] | Set [Men: 59, Women: 31, Kids: 10] | Seats: 100 | total: 77.00
Probability No. [571536] | Set [Men: 59, Women: 32, Kids: 9] | Seats: 100 | total: 77.25
Probability No. [571634] | Set [Men: 59, Women: 33, Kids: 8] | Seats: 100 | total: 77.50
Probability No. [571732] | Set [Men: 59, Women: 34, Kids: 7] | Seats: 100 | total: 77.75
Probability No. [571830] | Set [Men: 59, Women: 35, Kids: 6] | Seats: 100 | total: 78.00
Probability No. [571928] | Set [Men: 59, Women: 36, Kids: 5] | Seats: 100 | total: 78.25
Probability No. [572026] | Set [Men: 59, Women: 37, Kids: 4] | Seats: 100 | total: 78.50
Probability No. [572124] | Set [Men: 59, Women: 38, Kids: 3] | Seats: 100 | total: 78.75
Probability No. [572222] | Set [Men: 59, Women: 39, Kids: 2] | Seats: 100 | total: 79.00
Probability No. [572320] | Set [Men: 59, Women: 40, Kids: 1] | Seats: 100 | total: 79.25
Probability No. [578298] | Set [Men: 60, Women: 1, Kids: 39] | Seats: 100 | total: 70.25
Probability No. [578396] | Set [Men: 60, Women: 2, Kids: 38] | Seats: 100 | total: 70.50
Probability No. [578494] | Set [Men: 60, Women: 3, Kids: 37] | Seats: 100 | total: 70.75
Probability No. [578592] | Set [Men: 60, Women: 4, Kids: 36] | Seats: 100 | total: 71.00
Probability No. [578690] | Set [Men: 60, Women: 5, Kids: 35] | Seats: 100 | total: 71.25
Probability No. [578788] | Set [Men: 60, Women: 6, Kids: 34] | Seats: 100 | total: 71.50
Probability No. [578886] | Set [Men: 60, Women: 7, Kids: 33] | Seats: 100 | total: 71.75
Probability No. [578984] | Set [Men: 60, Women: 8, Kids: 32] | Seats: 100 | total: 72.00
Probability No. [579082] | Set [Men: 60, Women: 9, Kids: 31] | Seats: 100 | total: 72.25
Probability No. [579180] | Set [Men: 60, Women: 10, Kids: 30] | Seats: 100 | total: 72.50
Probability No. [579278] | Set [Men: 60, Women: 11, Kids: 29] | Seats: 100 | total: 72.75
Probability No. [579376] | Set [Men: 60, Women: 12, Kids: 28] | Seats: 100 | total: 73.00
Probability No. [579474] | Set [Men: 60, Women: 13, Kids: 27] | Seats: 100 | total: 73.25
Probability No. [579572] | Set [Men: 60, Women: 14, Kids: 26] | Seats: 100 | total: 73.50
Probability No. [579670] | Set [Men: 60, Women: 15, Kids: 25] | Seats: 100 | total: 73.75
Probability No. [579768] | Set [Men: 60, Women: 16, Kids: 24] | Seats: 100 | total: 74.00
Probability No. [579866] | Set [Men: 60, Women: 17, Kids: 23] | Seats: 100 | total: 74.25
Probability No. [579964] | Set [Men: 60, Women: 18, Kids: 22] | Seats: 100 | total: 74.50
Probability No. [580062] | Set [Men: 60, Women: 19, Kids: 21] | Seats: 100 | total: 74.75
Probability No. [580160] | Set [Men: 60, Women: 20, Kids: 20] | Seats: 100 | total: 75.00
Probability No. [580258] | Set [Men: 60, Women: 21, Kids: 19] | Seats: 100 | total: 75.25
Probability No. [580356] | Set [Men: 60, Women: 22, Kids: 18] | Seats: 100 | total: 75.50
Probability No. [580454] | Set [Men: 60, Women: 23, Kids: 17] | Seats: 100 | total: 75.75
Probability No. [580552] | Set [Men: 60, Women: 24, Kids: 16] | Seats: 100 | total: 76.00
Probability No. [580650] | Set [Men: 60, Women: 25, Kids: 15] | Seats: 100 | total: 76.25
Probability No. [580748] | Set [Men: 60, Women: 26, Kids: 14] | Seats: 100 | total: 76.50
Probability No. [580846] | Set [Men: 60, Women: 27, Kids: 13] | Seats: 100 | total: 76.75
Probability No. [580944] | Set [Men: 60, Women: 28, Kids: 12] | Seats: 100 | total: 77.00
Probability No. [581042] | Set [Men: 60, Women: 29, Kids: 11] | Seats: 100 | total: 77.25
Probability No. [581140] | Set [Men: 60, Women: 30, Kids: 10] | Seats: 100 | total: 77.50
Probability No. [581238] | Set [Men: 60, Women: 31, Kids: 9] | Seats: 100 | total: 77.75
Probability No. [581336] | Set [Men: 60, Women: 32, Kids: 8] | Seats: 100 | total: 78.00
Probability No. [581434] | Set [Men: 60, Women: 33, Kids: 7] | Seats: 100 | total: 78.25
Probability No. [581532] | Set [Men: 60, Women: 34, Kids: 6] | Seats: 100 | total: 78.50
Probability No. [581630] | Set [Men: 60, Women: 35, Kids: 5] | Seats: 100 | total: 78.75
Probability No. [581728] | Set [Men: 60, Women: 36, Kids: 4] | Seats: 100 | total: 79.00
Probability No. [581826] | Set [Men: 60, Women: 37, Kids: 3] | Seats: 100 | total: 79.25
Probability No. [581924] | Set [Men: 60, Women: 38, Kids: 2] | Seats: 100 | total: 79.50
Probability No. [582022] | Set [Men: 60, Women: 39, Kids: 1] | Seats: 100 | total: 79.75
Probability No. [588098] | Set [Men: 61, Women: 1, Kids: 38] | Seats: 100 | total: 71.00
Probability No. [588196] | Set [Men: 61, Women: 2, Kids: 37] | Seats: 100 | total: 71.25
Probability No. [588294] | Set [Men: 61, Women: 3, Kids: 36] | Seats: 100 | total: 71.50
Probability No. [588392] | Set [Men: 61, Women: 4, Kids: 35] | Seats: 100 | total: 71.75
Probability No. [588490] | Set [Men: 61, Women: 5, Kids: 34] | Seats: 100 | total: 72.00
Probability No. [588588] | Set [Men: 61, Women: 6, Kids: 33] | Seats: 100 | total: 72.25
Probability No. [588686] | Set [Men: 61, Women: 7, Kids: 32] | Seats: 100 | total: 72.50
Probability No. [588784] | Set [Men: 61, Women: 8, Kids: 31] | Seats: 100 | total: 72.75
Probability No. [588882] | Set [Men: 61, Women: 9, Kids: 30] | Seats: 100 | total: 73.00
Probability No. [588980] | Set [Men: 61, Women: 10, Kids: 29] | Seats: 100 | total: 73.25
Probability No. [589078] | Set [Men: 61, Women: 11, Kids: 28] | Seats: 100 | total: 73.50
Probability No. [589176] | Set [Men: 61, Women: 12, Kids: 27] | Seats: 100 | total: 73.75
Probability No. [589274] | Set [Men: 61, Women: 13, Kids: 26] | Seats: 100 | total: 74.00
Probability No. [589372] | Set [Men: 61, Women: 14, Kids: 25] | Seats: 100 | total: 74.25
Probability No. [589470] | Set [Men: 61, Women: 15, Kids: 24] | Seats: 100 | total: 74.50
Probability No. [589568] | Set [Men: 61, Women: 16, Kids: 23] | Seats: 100 | total: 74.75
Probability No. [589666] | Set [Men: 61, Women: 17, Kids: 22] | Seats: 100 | total: 75.00
Probability No. [589764] | Set [Men: 61, Women: 18, Kids: 21] | Seats: 100 | total: 75.25
Probability No. [589862] | Set [Men: 61, Women: 19, Kids: 20] | Seats: 100 | total: 75.50
Probability No. [589960] | Set [Men: 61, Women: 20, Kids: 19] | Seats: 100 | total: 75.75
Probability No. [590058] | Set [Men: 61, Women: 21, Kids: 18] | Seats: 100 | total: 76.00
Probability No. [590156] | Set [Men: 61, Women: 22, Kids: 17] | Seats: 100 | total: 76.25
Probability No. [590254] | Set [Men: 61, Women: 23, Kids: 16] | Seats: 100 | total: 76.50
Probability No. [590352] | Set [Men: 61, Women: 24, Kids: 15] | Seats: 100 | total: 76.75
Probability No. [590450] | Set [Men: 61, Women: 25, Kids: 14] | Seats: 100 | total: 77.00
Probability No. [590548] | Set [Men: 61, Women: 26, Kids: 13] | Seats: 100 | total: 77.25
Probability No. [590646] | Set [Men: 61, Women: 27, Kids: 12] | Seats: 100 | total: 77.50
Probability No. [590744] | Set [Men: 61, Women: 28, Kids: 11] | Seats: 100 | total: 77.75
Probability No. [590842] | Set [Men: 61, Women: 29, Kids: 10] | Seats: 100 | total: 78.00
Probability No. [590940] | Set [Men: 61, Women: 30, Kids: 9] | Seats: 100 | total: 78.25
Probability No. [591038] | Set [Men: 61, Women: 31, Kids: 8] | Seats: 100 | total: 78.50
Probability No. [591136] | Set [Men: 61, Women: 32, Kids: 7] | Seats: 100 | total: 78.75
Probability No. [591234] | Set [Men: 61, Women: 33, Kids: 6] | Seats: 100 | total: 79.00
Probability No. [591332] | Set [Men: 61, Women: 34, Kids: 5] | Seats: 100 | total: 79.25
Probability No. [591430] | Set [Men: 61, Women: 35, Kids: 4] | Seats: 100 | total: 79.50
Probability No. [591528] | Set [Men: 61, Women: 36, Kids: 3] | Seats: 100 | total: 79.75
Probability No. [591626] | Set [Men: 61, Women: 37, Kids: 2] | Seats: 100 | total: 80.00
Probability No. [591724] | Set [Men: 61, Women: 38, Kids: 1] | Seats: 100 | total: 80.25
Probability No. [597898] | Set [Men: 62, Women: 1, Kids: 37] | Seats: 100 | total: 71.75
Probability No. [597996] | Set [Men: 62, Women: 2, Kids: 36] | Seats: 100 | total: 72.00
Probability No. [598094] | Set [Men: 62, Women: 3, Kids: 35] | Seats: 100 | total: 72.25
Probability No. [598192] | Set [Men: 62, Women: 4, Kids: 34] | Seats: 100 | total: 72.50
Probability No. [598290] | Set [Men: 62, Women: 5, Kids: 33] | Seats: 100 | total: 72.75
Probability No. [598388] | Set [Men: 62, Women: 6, Kids: 32] | Seats: 100 | total: 73.00
Probability No. [598486] | Set [Men: 62, Women: 7, Kids: 31] | Seats: 100 | total: 73.25
Probability No. [598584] | Set [Men: 62, Women: 8, Kids: 30] | Seats: 100 | total: 73.50
Probability No. [598682] | Set [Men: 62, Women: 9, Kids: 29] | Seats: 100 | total: 73.75
Probability No. [598780] | Set [Men: 62, Women: 10, Kids: 28] | Seats: 100 | total: 74.00
Probability No. [598878] | Set [Men: 62, Women: 11, Kids: 27] | Seats: 100 | total: 74.25
Probability No. [598976] | Set [Men: 62, Women: 12, Kids: 26] | Seats: 100 | total: 74.50
Probability No. [599074] | Set [Men: 62, Women: 13, Kids: 25] | Seats: 100 | total: 74.75
Probability No. [599172] | Set [Men: 62, Women: 14, Kids: 24] | Seats: 100 | total: 75.00
Probability No. [599270] | Set [Men: 62, Women: 15, Kids: 23] | Seats: 100 | total: 75.25
Probability No. [599368] | Set [Men: 62, Women: 16, Kids: 22] | Seats: 100 | total: 75.50
Probability No. [599466] | Set [Men: 62, Women: 17, Kids: 21] | Seats: 100 | total: 75.75
Probability No. [599564] | Set [Men: 62, Women: 18, Kids: 20] | Seats: 100 | total: 76.00
Probability No. [599662] | Set [Men: 62, Women: 19, Kids: 19] | Seats: 100 | total: 76.25
Probability No. [599760] | Set [Men: 62, Women: 20, Kids: 18] | Seats: 100 | total: 76.50
Probability No. [599858] | Set [Men: 62, Women: 21, Kids: 17] | Seats: 100 | total: 76.75
Probability No. [599956] | Set [Men: 62, Women: 22, Kids: 16] | Seats: 100 | total: 77.00
Probability No. [600054] | Set [Men: 62, Women: 23, Kids: 15] | Seats: 100 | total: 77.25
Probability No. [600152] | Set [Men: 62, Women: 24, Kids: 14] | Seats: 100 | total: 77.50
Probability No. [600250] | Set [Men: 62, Women: 25, Kids: 13] | Seats: 100 | total: 77.75
Probability No. [600348] | Set [Men: 62, Women: 26, Kids: 12] | Seats: 100 | total: 78.00
Probability No. [600446] | Set [Men: 62, Women: 27, Kids: 11] | Seats: 100 | total: 78.25
Probability No. [600544] | Set [Men: 62, Women: 28, Kids: 10] | Seats: 100 | total: 78.50
Probability No. [600642] | Set [Men: 62, Women: 29, Kids: 9] | Seats: 100 | total: 78.75
Probability No. [600740] | Set [Men: 62, Women: 30, Kids: 8] | Seats: 100 | total: 79.00
Probability No. [600838] | Set [Men: 62, Women: 31, Kids: 7] | Seats: 100 | total: 79.25
Probability No. [600936] | Set [Men: 62, Women: 32, Kids: 6] | Seats: 100 | total: 79.50
Probability No. [601034] | Set [Men: 62, Women: 33, Kids: 5] | Seats: 100 | total: 79.75
Probability No. [601132] | Set [Men: 62, Women: 34, Kids: 4] | Seats: 100 | total: 80.00
Probability No. [601230] | Set [Men: 62, Women: 35, Kids: 3] | Seats: 100 | total: 80.25
Probability No. [601328] | Set [Men: 62, Women: 36, Kids: 2] | Seats: 100 | total: 80.50
Probability No. [601426] | Set [Men: 62, Women: 37, Kids: 1] | Seats: 100 | total: 80.75
Probability No. [607698] | Set [Men: 63, Women: 1, Kids: 36] | Seats: 100 | total: 72.50
Probability No. [607796] | Set [Men: 63, Women: 2, Kids: 35] | Seats: 100 | total: 72.75
Probability No. [607894] | Set [Men: 63, Women: 3, Kids: 34] | Seats: 100 | total: 73.00
Probability No. [607992] | Set [Men: 63, Women: 4, Kids: 33] | Seats: 100 | total: 73.25
Probability No. [608090] | Set [Men: 63, Women: 5, Kids: 32] | Seats: 100 | total: 73.50
Probability No. [608188] | Set [Men: 63, Women: 6, Kids: 31] | Seats: 100 | total: 73.75
Probability No. [608286] | Set [Men: 63, Women: 7, Kids: 30] | Seats: 100 | total: 74.00
Probability No. [608384] | Set [Men: 63, Women: 8, Kids: 29] | Seats: 100 | total: 74.25
Probability No. [608482] | Set [Men: 63, Women: 9, Kids: 28] | Seats: 100 | total: 74.50
Probability No. [608580] | Set [Men: 63, Women: 10, Kids: 27] | Seats: 100 | total: 74.75
Probability No. [608678] | Set [Men: 63, Women: 11, Kids: 26] | Seats: 100 | total: 75.00
Probability No. [608776] | Set [Men: 63, Women: 12, Kids: 25] | Seats: 100 | total: 75.25
Probability No. [608874] | Set [Men: 63, Women: 13, Kids: 24] | Seats: 100 | total: 75.50
Probability No. [608972] | Set [Men: 63, Women: 14, Kids: 23] | Seats: 100 | total: 75.75
Probability No. [609070] | Set [Men: 63, Women: 15, Kids: 22] | Seats: 100 | total: 76.00
Probability No. [609168] | Set [Men: 63, Women: 16, Kids: 21] | Seats: 100 | total: 76.25
Probability No. [609266] | Set [Men: 63, Women: 17, Kids: 20] | Seats: 100 | total: 76.50
Probability No. [609364] | Set [Men: 63, Women: 18, Kids: 19] | Seats: 100 | total: 76.75
Probability No. [609462] | Set [Men: 63, Women: 19, Kids: 18] | Seats: 100 | total: 77.00
Probability No. [609560] | Set [Men: 63, Women: 20, Kids: 17] | Seats: 100 | total: 77.25
Probability No. [609658] | Set [Men: 63, Women: 21, Kids: 16] | Seats: 100 | total: 77.50
Probability No. [609756] | Set [Men: 63, Women: 22, Kids: 15] | Seats: 100 | total: 77.75
Probability No. [609854] | Set [Men: 63, Women: 23, Kids: 14] | Seats: 100 | total: 78.00
Probability No. [609952] | Set [Men: 63, Women: 24, Kids: 13] | Seats: 100 | total: 78.25
